"mutation_rate"	"max_heteroplasmy"
"5e-08"	"0.7109375"
"5e-08"	"0.5703125"
"5e-08"	"0.3125"
"5e-08"	"0.71875"
"5e-08"	"0.5"
"5e-08"	"0.5390625"
"5e-08"	"0.6171875"
"5e-08"	"0.203125"
"5e-08"	"0.2109375"
"5e-08"	"0.484375"
"5e-08"	"0.5625"
"5e-08"	"0.3046875"
"5e-08"	"0.234390258789062"
"5e-08"	"0.734375"
"5e-08"	"0.375"
"5e-08"	"0.6171875"
"5e-08"	"0.796875"
"5e-08"	"0.4140625"
"5e-08"	"0.734375"
"5e-08"	"0.468751907348633"
"5e-08"	"0.4609375"
"5e-08"	"0.71875"
"5e-08"	"0.28125"
"5e-08"	"0.296875"
"5e-08"	"0.3203125"
"5e-08"	"0.6171875"
"5e-08"	"0.34375"
"5e-08"	"0.484375"
"5e-08"	"0.5234375"
"5e-08"	"0.6796875"
"5e-08"	"0.4609375"
"5e-08"	"0.71875"
"5e-08"	"0.359375"
"5e-08"	"0.3359375"
"5e-08"	"0.796875"
"5e-08"	"0.6796875"
"5e-08"	"0.4609375"
"5e-08"	"0.6484375"
"5e-08"	"0.796875"
"5e-08"	"0.382808685302734"
"5e-08"	"0.796875"
"5e-08"	"0.3828125"
"5e-08"	"0.53125"
"5e-08"	"0.46875"
"5e-08"	"0.3515625"
"5e-08"	"0.734375"
"5e-08"	"0.375"
"5e-08"	"0.203125"
"5e-08"	"0.2421875"
"5e-08"	"0.21875"
"5e-08"	"0.3359375"
"5e-08"	"0.796875"
"5e-08"	"0.4375"
"5e-08"	"0.46875"
"5e-08"	"0.7109375"
"5e-08"	"0.71875"
"5e-08"	"0.515625"
"5e-08"	"0.40625"
"5e-08"	"0.53125"
"5e-08"	"0.4375"
"5e-08"	"0.40625"
"5e-08"	"0.4609375"
"5e-08"	"0.3359375"
"5e-08"	"0.296875"
"5e-08"	"0.3359375"
"5e-08"	"0.40625"
"5e-08"	"0.1953125"
"5e-08"	"0.6796875"
"5e-08"	"0.4609375"
"5e-08"	"0.5"
"5e-08"	"0.3046875"
"5e-08"	"0.21875"
"5e-08"	"0.28125"
"5e-08"	"0.5625"
"5e-08"	"0.2734375"
"5e-08"	"0.7890625"
"5e-08"	"0.34375"
"5e-08"	"0.484375"
"5e-08"	"0.375"
"5e-08"	"0.5390625"
"5e-08"	"0.3359375"
"5e-08"	"0.1796875"
"5e-08"	"0.4375"
"5e-08"	"0.328125"
"5e-08"	"0.5"
"5e-08"	"0.34375"
"5e-08"	"0.453125"
"5e-08"	"0.4375"
"5e-08"	"0.2890625"
"5e-08"	"0.734375"
"5e-08"	"0.46875"
"5e-08"	"0.5078125"
"5e-08"	"0.265625"
"5e-08"	"0.21875"
"5e-08"	"0.484375"
"5e-08"	"0.5"
"5e-08"	"0.21875"
"5e-08"	"0.3515625"
"5e-08"	"0.3984375"
"5e-08"	"0.6484375"
"5e-08"	"0.5703125"
"5e-08"	"0.3125"
"5e-08"	"0.5546875"
"5e-08"	"0.2265625"
"5e-08"	"0.2265625"
"5e-08"	"0.421875"
"5e-08"	"0.4609375"
"5e-08"	"0.34375"
"5e-08"	"0.5234375"
"5e-08"	"0.484375"
"5e-08"	"0.4453125"
"5e-08"	"0.5234375"
"5e-08"	"0.367195129394531"
"5e-08"	"0.5703125"
"5e-08"	"0.3828125"
"5e-08"	"0.3515625"
"5e-08"	"0.3125"
"5e-08"	"0.4921875"
"5e-08"	"0.5"
"5e-08"	"0.28125"
"5e-08"	"0.3984375"
"5e-08"	"0.4140625"
"5e-08"	"0.4609375"
"5e-08"	"0.796875"
"5e-08"	"0.5546875"
"5e-08"	"0.4921875"
"5e-08"	"0.4140625"
"5e-08"	"0.71875"
"5e-08"	"0.34375"
"5e-08"	"0.4140625"
"5e-08"	"0.390625"
"5e-08"	"0.2578125"
"5e-08"	"0.796875"
"5e-08"	"0.6796875"
"5e-08"	"0.6484375"
"5e-08"	"0.6796875"
"5e-08"	"0.4609375"
"5e-08"	"0.359375"
"5e-08"	"0.4296875"
"5e-08"	"0.34375"
"5e-08"	"0.5625"
"5e-08"	"0.53125"
"5e-08"	"0.5703125"
"5e-08"	"0.3359375"
"5e-08"	"0.453125"
"5e-08"	"0.468751907348633"
"5e-08"	"0.21875"
"5e-08"	"0.21875"
"5e-08"	"0.3359375"
"5e-08"	"0.2734375"
"5e-08"	"0.71875"
"5e-08"	"0.382808685302734"
"5e-08"	"0.3203125"
"5e-08"	"0.3125"
"5e-08"	"0.382808685302734"
"5e-08"	"0.3984375"
"5e-08"	"0.5625"
"5e-08"	"0.796875"
"5e-08"	"0.5546875"
"5e-08"	"0.4296875"
"5e-08"	"0.421875"
"5e-08"	"0.28125"
"5e-08"	"0.4453125"
"5e-08"	"0.3671875"
"5e-08"	"0.3359375"
"5e-08"	"0.6171875"
"5e-08"	"0.3984375"
"5e-08"	"0.34375"
"5e-08"	"0.3515625"
"5e-08"	"0.3125"
"5e-08"	"0.796875"
"5e-08"	"0.5"
"5e-08"	"0.515625"
"5e-08"	"0.40625"
"5e-08"	"0.21875"
"5e-08"	"0.6796875"
"5e-08"	"0.6796875"
"5e-08"	"0.5390625"
"5e-08"	"0.2421875"
"5e-08"	"0.6484375"
"5e-08"	"0.3671875"
"5e-08"	"0.4609375"
"5e-08"	"0.359375"
"5e-08"	"0.265625"
"5e-08"	"0.3671875"
"5e-08"	"0.3984375"
"5e-08"	"0.5625"
"5e-08"	"0.5703125"
"5e-08"	"0.3515625"
"5e-08"	"0.7890625"
"5e-08"	"0.4375"
"5e-08"	"0.4140625"
"5e-08"	"0.367195129394531"
"5e-08"	"0.3828125"
"5e-08"	"0.203125"
"5e-08"	"0.4296875"
"5e-08"	"0.375"
"5e-08"	"0.203125"
"5e-08"	"0.2265625"
"5e-08"	"0.421875"
"5e-08"	"0.390625"
"5e-08"	"0.4765625"
"5e-08"	"0.296875"
"5e-08"	"0.734375"
"5e-08"	"0.4375"
"5e-08"	"0.3671875"
"5e-08"	"0.28125"
"5e-08"	"0.5"
"5e-08"	"0.421875"
"5e-08"	"0.3984375"
"5e-08"	"0.4375"
"5e-08"	"0.265625"
"5e-08"	"0.359375"
"5e-08"	"0.4140625"
"5e-08"	"0.3515625"
"5e-08"	"0.4375"
"5e-08"	"0.4375"
"5e-08"	"0.5234375"
"5e-08"	"0.4375"
"5e-08"	"0.3203125"
"5e-08"	"0.296875"
"5e-08"	"0.3671875"
"5e-08"	"0.3984375"
"5e-08"	"0.3046875"
"5e-08"	"0.6171875"
"5e-08"	"0.468751907348633"
"5e-08"	"0.4375"
"5e-08"	"0.359375"
"5e-08"	"0.2890625"
"5e-08"	"0.3515625"
"5e-08"	"0.4140625"
"5e-08"	"0.4375"
"5e-08"	"0.3125"
"5e-08"	"0.4609375"
"5e-08"	"0.4375"
"5e-08"	"0.296875"
"5e-08"	"0.296875"
"5e-08"	"0.4140625"
"5e-08"	"0.328125"
"5e-08"	"0.421875"
"5e-08"	"0.328125"
"5e-08"	"0.5703125"
"5e-08"	"0.4375"
"5e-08"	"0.203125"
"5e-08"	"0.5703125"
"5e-08"	"0.382808685302734"
"5e-08"	"0.4921875"
"5e-08"	"0.2578125"
"5e-08"	"0.484375"
"5e-08"	"0.796875"
"5e-08"	"0.21875"
"5e-08"	"0.6484375"
"5e-08"	"0.3671875"
"5e-08"	"0.7109375"
"5e-08"	"0.3984375"
"5e-08"	"0.3046875"
"5e-08"	"0.4375"
"5e-08"	"0.3828125"
"5e-08"	"0.296875"
"5e-08"	"0.265625"
"5e-08"	"0.3203125"
"5e-08"	"0.734375"
"5e-08"	"0.40625"
"5e-08"	"0.34375"
"5e-08"	"0.296875"
"5e-08"	"0.382808685302734"
"5e-08"	"0.3984375"
"5e-08"	"0.40625"
"5e-08"	"0.4375"
"5e-08"	"0.4609375"
"5e-08"	"0.34375"
"5e-08"	"0.796875"
"5e-08"	"0.328125"
"5e-08"	"0.4140625"
"5e-08"	"0.4375"
"5e-08"	"0.28125"
"5e-08"	"0.796875"
"5e-08"	"0.6796875"
"5e-08"	"0.328125"
"5e-08"	"0.6171875"
"5e-08"	"0.3984375"
"5e-08"	"0.734375"
"5e-08"	"0.4296875"
"5e-08"	"0.203125"
"5e-08"	"0.6796875"
"5e-08"	"0.3984375"
"5e-08"	"0.421875"
"5e-08"	"0.796875"
"5e-08"	"0.4765625"
"5e-08"	"0.484375"
"5e-08"	"0.421875"
"5e-08"	"0.71875"
"5e-08"	"0.2578125"
"5e-08"	"0.4609375"
"5e-08"	"0.234375"
"5e-08"	"0.5078125"
"5e-08"	"0.5078125"
"5e-08"	"0.796875"
"5e-08"	"0.4140625"
"5e-08"	"0.4375"
"5e-08"	"0.7890625"
"5e-08"	"0.40625"
"5e-08"	"0.40625"
"5e-08"	"0.21875"
"5e-08"	"0.367195129394531"
"5e-08"	"0.40625"
"5e-08"	"0.468751907348633"
"5e-08"	"0.359375"
"5e-08"	"0.25"
"5e-08"	"0.6484375"
"5e-08"	"0.7890625"
"5e-08"	"0.4375"
"5e-08"	"0.3203125"
"5e-08"	"0.4140625"
"5e-08"	"0.2421875"
"5e-08"	"0.296875"
"5e-08"	"0.328125"
"5e-08"	"0.4921875"
"5e-08"	"0.6796875"
"5e-08"	"0.0937519073486328"
"5e-08"	"0.4375"
"5e-08"	"0.3046875"
"5e-08"	"0.5234375"
"5e-08"	"0.2265625"
"5e-08"	"0.421875"
"5e-08"	"0.6484375"
"5e-08"	"0.359375"
"5e-08"	"0.375"
"5e-08"	"0.6484375"
"5e-08"	"0.5625"
"5e-08"	"0.734375"
"5e-08"	"0.375"
"5e-08"	"0.6796875"
"5e-08"	"0.390625"
"5e-08"	"0.3984375"
"5e-08"	"0.4375"
"5e-08"	"0.3046875"
"5e-08"	"0.484375"
"5e-08"	"0.6484375"
"5e-08"	"0.5"
"5e-08"	"0.484375"
"5e-08"	"0.7109375"
"5e-08"	"0.4921875"
"5e-08"	"0.71875"
"5e-08"	"0.4140625"
"5e-08"	"0.734375"
"5e-08"	"0.40625"
"5e-08"	"0.3046875"
"5e-08"	"0.328125"
"5e-08"	"0.3984375"
"5e-08"	"0.53125"
"5e-08"	"0.3125"
"5e-08"	"0.3203125"
"5e-08"	"0.46875"
"5e-08"	"0.4375"
"5e-08"	"0.5390625"
"5e-08"	"0.53125"
"5e-08"	"0.359375"
"5e-08"	"0.796875"
"5e-08"	"0.2890625"
"5e-08"	"0.3203125"
"5e-08"	"0.5546875"
"5e-08"	"0.6484375"
"5e-08"	"0.265625"
"5e-08"	"0.6171875"
"5e-08"	"0.5234375"
"5e-08"	"0.6796875"
"5e-08"	"0.5390625"
"5e-08"	"0.4296875"
"5e-08"	"0.5390625"
"5e-08"	"0.6171875"
"5e-08"	"0.3671875"
"5e-08"	"0.4375"
"5e-08"	"0.375"
"5e-08"	"0.3046875"
"5e-08"	"0.6796875"
"5e-08"	"0.5390625"
"5e-08"	"0.265625"
"5e-08"	"0.3359375"
"5e-08"	"0.4375"
"5e-08"	"0.328125"
"5e-08"	"0.734375"
"5e-08"	"0.6171875"
"5e-08"	"0.4453125"
"5e-08"	"0.3984375"
"5e-08"	"0.2890625"
"5e-08"	"0.3828125"
"5e-08"	"0.4296875"
"5e-08"	"0.4375"
"5e-08"	"0.34375"
"5e-08"	"0.3515625"
"5e-08"	"0.5546875"
"5e-08"	"0.6796875"
"5e-08"	"0.2109375"
"5e-08"	"0.359375"
"5e-08"	"0.3671875"
"5e-08"	"0.421875"
"5e-08"	"0.375"
"5e-08"	"0.359375"
"5e-08"	"0.3359375"
"5e-08"	"0.3984375"
"5e-08"	"0.25"
"5e-08"	"0.359375"
"5e-08"	"0.34375"
"5e-08"	"0.359375"
"5e-08"	"0.453125"
"5e-08"	"0.5390625"
"5e-08"	"0.2109375"
"5e-08"	"0.390625"
"5e-08"	"0.2265625"
"5e-08"	"0.6796875"
"5e-08"	"0.2734375"
"5e-08"	"0.375"
"5e-08"	"0.468751907348633"
"5e-08"	"0.5234375"
"5e-08"	"0.5390625"
"5e-08"	"0.5234375"
"5e-08"	"0.484375"
"5e-08"	"0.4375"
"5e-08"	"0.296875"
"5e-08"	"0.5390625"
"5e-08"	"0.7890625"
"5e-08"	"0.71875"
"5e-08"	"0.21875"
"5e-08"	"0.203125"
"5e-08"	"0.34375"
"5e-08"	"0.25"
"5e-08"	"0.3125"
"5e-08"	"0.4453125"
"5e-08"	"0.7890625"
"5e-08"	"0.5546875"
"5e-08"	"0.25"
"5e-08"	"0.34375"
"5e-08"	"0.359375"
"5e-08"	"0.3828125"
"5e-08"	"0.2109375"
"5e-08"	"0.4765625"
"5e-08"	"0.7890625"
"5e-08"	"0.359375"
"5e-08"	"0.34375"
"5e-08"	"0.46875"
"5e-08"	"0.5234375"
"5e-08"	"0.6796875"
"5e-08"	"0.4375"
"5e-08"	"0.5234375"
"5e-08"	"0.3046875"
"5e-08"	"0.4296875"
"5e-08"	"0.5390625"
"5e-08"	"0.4296875"
"5e-08"	"0.328125"
"5e-08"	"0.5390625"
"5e-08"	"0.6484375"
"5e-08"	"0.1796875"
"5e-08"	"0.2109375"
"5e-08"	"0.359375"
"5e-08"	"0.3203125"
"5e-08"	"0.3203125"
"5e-08"	"0.4140625"
"5e-08"	"0.3515625"
"5e-08"	"0.382808685302734"
"5e-08"	"0.3671875"
"5e-08"	"0.390625"
"5e-08"	"0.4375"
"5e-08"	"0.4921875"
"5e-08"	"0.359375"
"5e-08"	"0.5546875"
"5e-08"	"0.453125"
"5e-08"	"0.4140625"
"5e-08"	"0.28125"
"5e-08"	"0.3671875"
"5e-08"	"0.6796875"
"5e-08"	"0.515625"
"5e-08"	"0.4375"
"5e-08"	"0.3515625"
"5e-08"	"0.3125"
"5e-08"	"0.265625"
"5e-08"	"0.5546875"
"5e-08"	"0.359375"
"5e-08"	"0.3359375"
"5e-08"	"0.25"
"5e-08"	"0.4609375"
"5e-08"	"0.3515625"
"5e-08"	"0.3671875"
"5e-08"	"0.7890625"
"5e-08"	"0.7109375"
"5e-08"	"0.3984375"
"5e-08"	"0.3828125"
"5e-08"	"0.4375"
"5e-08"	"0.6171875"
"5e-08"	"0.3515625"
"5e-08"	"0.3515625"
"5e-08"	"0.296875"
"5e-08"	"0.3359375"
"5e-08"	"0.21875"
"5e-08"	"0.3515625"
"5e-08"	"0.453125"
"5e-08"	"0.453125"
"5e-08"	"0.359375"
"5e-08"	"0.4921875"
"5e-08"	"0.4609375"
"5e-08"	"0.5703125"
"5e-08"	"0.3125"
"5e-08"	"0.3984375"
"5e-08"	"0.796875"
"5e-08"	"0.359375"
"5e-08"	"0.390625"
"5e-08"	"0.5703125"
"5e-08"	"0.2734375"
"5e-08"	"0.3515625"
"5e-08"	"0.4375"
"5e-08"	"0.328125"
"5e-08"	"0.4765625"
"5e-08"	"0.5078125"
"5e-08"	"0.7890625"
"5e-08"	"0.4453125"
"5e-08"	"0.6171875"
"5e-08"	"0.3046875"
"5e-08"	"0.453125"
"5e-08"	"0.3671875"
"5e-08"	"0.71875"
"5e-08"	"0.3046875"
"5e-08"	"0.6484375"
"5e-08"	"0.25"
"5e-08"	"0.6796875"
"5e-08"	"0.2578125"
"5e-08"	"0.46875"
"5e-08"	"0.25"
"5e-08"	"0.25"
"5e-08"	"0.5390625"
"5e-08"	"0.4375"
"5e-08"	"0.3984375"
"5e-08"	"0.203125"
"5e-08"	"0.5"
"5e-08"	"0.2265625"
"5e-08"	"0.2265625"
"5e-08"	"0.53125"
"5e-08"	"0.4140625"
"5e-08"	"0.5234375"
"5e-08"	"0.3984375"
"5e-08"	"0.21875"
"5e-08"	"0.3671875"
"5e-08"	"0.40625"
"5e-08"	"0.3046875"
"5e-08"	"0.3984375"
"5e-08"	"0.34375"
"5e-08"	"0.2734375"
"5e-08"	"0.53125"
"5e-08"	"0.6796875"
"5e-08"	"0.5546875"
"5e-08"	"0.3125"
"5e-08"	"0.382808685302734"
"5e-08"	"0.46875"
"5e-08"	"0.3046875"
"5e-08"	"0.328125"
"5e-08"	"0.5625"
"5e-08"	"0.4921875"
"5e-08"	"0.468751907348633"
"5e-08"	"0.4375"
"5e-08"	"0.4296875"
"5e-08"	"0.796875"
"5e-08"	"0.4140625"
"5e-08"	"0.375"
"5e-08"	"0.5390625"
"5e-08"	"0.4140625"
"5e-08"	"0.515625"
"5e-08"	"0.296875"
"5e-08"	"0.421875"
"5e-08"	"0.5625"
"5e-08"	"0.3671875"
"5e-08"	"0.6796875"
"5e-08"	"0.34375"
"5e-08"	"0.3515625"
"5e-08"	"0.3984375"
"5e-08"	"0.2890625"
"5e-08"	"0.71875"
"5e-08"	"0.3125"
"5e-08"	"0.375"
"5e-08"	"0.796875"
"5e-08"	"0.2265625"
"5e-08"	"0.2265625"
"5e-08"	"0.3515625"
"5e-08"	"0.6171875"
"5e-08"	"0.1875"
"5e-08"	"0.203125"
"5e-08"	"0.7890625"
"5e-08"	"0.359375"
"5e-08"	"0.6171875"
"5e-08"	"0.21875"
"5e-08"	"0.40625"
"5e-08"	"0.3359375"
"5e-08"	"0.5703125"
"5e-08"	"0.6484375"
"5e-08"	"0.21875"
"5e-08"	"0.328125"
"5e-08"	"0.125"
"5e-08"	"0.4609375"
"5e-08"	"0.25"
"5e-08"	"0.468751907348633"
"5e-08"	"0.6171875"
"5e-08"	"0.4296875"
"5e-08"	"0.3359375"
"5e-08"	"0.421875"
"5e-08"	"0.7109375"
"5e-08"	"0.484375"
"5e-08"	"0.1328125"
"5e-08"	"0.3515625"
"5e-08"	"0.3046875"
"5e-08"	"0.328125"
"5e-08"	"0.164054870605469"
"5e-08"	"0.3828125"
"5e-08"	"0.421875"
"5e-08"	"0.3984375"
"5e-08"	"0.796875"
"5e-08"	"0.3359375"
"5e-08"	"0.40625"
"5e-08"	"0.2421875"
"5e-08"	"0.4140625"
"5e-08"	"0.515625"
"5e-08"	"0.468751907348633"
"5e-08"	"0.484375"
"5e-08"	"0.468751907348633"
"5e-08"	"0.5234375"
"5e-08"	"0.3359375"
"5e-08"	"0.296875"
"5e-08"	"0.5703125"
"5e-08"	"0.5390625"
"5e-08"	"0.4140625"
"5e-08"	"0.796875"
"5e-08"	"0.375"
"5e-08"	"0.3515625"
"5e-08"	"0.34375"
"5e-08"	"0.2421875"
"5e-08"	"0.3046875"
"5e-08"	"0.2421875"
"5e-08"	"0.4140625"
"5e-08"	"0.3515625"
"5e-08"	"0.390625"
"5e-08"	"0.484375"
"5e-08"	"0.328125"
"5e-08"	"0.6796875"
"5e-08"	"0.3125"
"5e-08"	"0.2421875"
"5e-08"	"0.4296875"
"5e-08"	"0.453125"
"5e-08"	"0.5234375"
"5e-08"	"0.234375"
"5e-08"	"0.421875"
"5e-08"	"0.7109375"
"5e-08"	"0.7890625"
"5e-08"	"0.328125"
"5e-08"	"0.156253814697266"
"5e-08"	"0.3125"
"5e-08"	"0.6796875"
"5e-08"	"0.53125"
"5e-08"	"0.7109375"
"5e-08"	"0.5625"
"5e-08"	"0.7890625"
"5e-08"	"0.4921875"
"5e-08"	"0.3515625"
"5e-08"	"0.2109375"
"5e-08"	"0.367195129394531"
"5e-08"	"0.46875"
"5e-08"	"0.5078125"
"5e-08"	"0.3046875"
"5e-08"	"0.296875"
"5e-08"	"0.6484375"
"5e-08"	"0.3515625"
"5e-08"	"0.6484375"
"5e-08"	"0.34375"
"5e-08"	"0.25"
"5e-08"	"0.484375"
"5e-08"	"0.484375"
"5e-08"	"0.71875"
"5e-08"	"0.328125"
"5e-08"	"0.46875"
"5e-08"	"0.484375"
"5e-08"	"0.796875"
"5e-08"	"0.515625"
"5e-08"	"0.5234375"
"5e-08"	"0.53125"
"5e-08"	"0.5703125"
"5e-08"	"0.3046875"
"5e-08"	"0.796875"
"5e-08"	"0.3515625"
"5e-08"	"0.4375"
"5e-08"	"0.4375"
"5e-08"	"0.4140625"
"5e-08"	"0.2265625"
"5e-08"	"0.734375"
"5e-08"	"0.5546875"
"5e-08"	"0.5078125"
"5e-08"	"0.2578125"
"5e-08"	"0.734375"
"5e-08"	"0.25"
"5e-08"	"0.359375"
"5e-08"	"0.4609375"
"5e-08"	"0.359375"
"5e-08"	"0.421875"
"5e-08"	"0.265625"
"5e-08"	"0.367195129394531"
"5e-08"	"0.4375"
"5e-08"	"0.265625"
"5e-08"	"0.3984375"
"5e-08"	"0.796875"
"5e-08"	"0.25"
"5e-08"	"0.734375"
"5e-08"	"0.3515625"
"5e-08"	"0.4375"
"5e-08"	"0.4765625"
"5e-08"	"0.7890625"
"5e-08"	"0.4609375"
"5e-08"	"0.515625"
"5e-08"	"0.421875"
"5e-08"	"0.6171875"
"5e-08"	"0.7890625"
"5e-08"	"0.328125"
"5e-08"	"0.3671875"
"5e-08"	"0.34375"
"5e-08"	"0.4921875"
"5e-08"	"0.359375"
"5e-08"	"0.4140625"
"5e-08"	"0.375"
"5e-08"	"0.359375"
"5e-08"	"0.3515625"
"5e-08"	"0.5234375"
"5e-08"	"0.71875"
"5e-08"	"0.4921875"
"5e-08"	"0.382808685302734"
"5e-08"	"0.5078125"
"5e-08"	"0.515625"
"5e-08"	"0.3359375"
"5e-08"	"0.6484375"
"5e-08"	"0.484375"
"5e-08"	"0.2734375"
"5e-08"	"0.4609375"
"5e-08"	"0.71875"
"5e-08"	"0.4375"
"5e-08"	"0.734375"
"5e-08"	"0.5703125"
"5e-08"	"0.3046875"
"5e-08"	"0.234375"
"5e-08"	"0.28125"
"5e-08"	"0.3203125"
"5e-08"	"0.4375"
"5e-08"	"0.5078125"
"5e-08"	"0.4140625"
"5e-08"	"0.453125"
"5e-08"	"0.6484375"
"5e-08"	"0.453125"
"5e-08"	"0.6796875"
"5e-08"	"0.453125"
"5e-08"	"0.40625"
"5e-08"	"0.5546875"
"5e-08"	"0.4609375"
"5e-08"	"0.4140625"
"5e-08"	"0.296875"
"5e-08"	"0.4453125"
"5e-08"	"0.2421875"
"5e-08"	"0.203125"
"5e-08"	"0.3046875"
"5e-08"	"0.328125"
"5e-08"	"0.3828125"
"5e-08"	"0.3359375"
"5e-08"	"0.3671875"
"5e-08"	"0.421875"
"5e-08"	"0.4609375"
"5e-08"	"0.5625"
"5e-08"	"0.5078125"
"2.5e-08"	"0.4765625"
"2.5e-08"	"0.2109375"
"2.5e-08"	"0.25"
"2.5e-08"	"0.40625"
"2.5e-08"	"0.4921875"
"2.5e-08"	"0.3828125"
"2.5e-08"	"0.2265625"
"2.5e-08"	"0.21875"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.6328125"
"2.5e-08"	"0.34375"
"2.5e-08"	"0.25"
"2.5e-08"	"0.3828125"
"2.5e-08"	"0.3125"
"2.5e-08"	"0.484375"
"2.5e-08"	"0.5625"
"2.5e-08"	"0.5"
"2.5e-08"	"0.2109375"
"2.5e-08"	"0.40625"
"2.5e-08"	"0.34375"
"2.5e-08"	"0.5625"
"2.5e-08"	"0.1796875"
"2.5e-08"	"0.40625"
"2.5e-08"	"0.4140625"
"2.5e-08"	"0.203125"
"2.5e-08"	"0.2265625"
"2.5e-08"	"0.2578125"
"2.5e-08"	"0.3125"
"2.5e-08"	"0.40625"
"2.5e-08"	"0.3046875"
"2.5e-08"	"0.1953125"
"2.5e-08"	"0.6171875"
"2.5e-08"	"0.3125"
"2.5e-08"	"0.34375"
"2.5e-08"	"0.3359375"
"2.5e-08"	"0.6171875"
"2.5e-08"	"0.4140625"
"2.5e-08"	"0.203125"
"2.5e-08"	"0.4453125"
"2.5e-08"	"0.265625"
"2.5e-08"	"0.554691314697266"
"2.5e-08"	"0.203125"
"2.5e-08"	"0.3515625"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.3671875"
"2.5e-08"	"0.5625"
"2.5e-08"	"0.1328125"
"2.5e-08"	"0.3046875"
"2.5e-08"	"0.6171875"
"2.5e-08"	"0.6328125"
"2.5e-08"	"0.2109375"
"2.5e-08"	"0.6015625"
"2.5e-08"	"0.3046875"
"2.5e-08"	"0.3828125"
"2.5e-08"	"0.6328125"
"2.5e-08"	"0.203125"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.21875"
"2.5e-08"	"0.4453125"
"2.5e-08"	"0.3359375"
"2.5e-08"	"0.21875"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.3671875"
"2.5e-08"	"0.3671875"
"2.5e-08"	"0.2578125"
"2.5e-08"	"0.3515625"
"2.5e-08"	"0.6171875"
"2.5e-08"	"0.21875"
"2.5e-08"	"0.4609375"
"2.5e-08"	"0.4921875"
"2.5e-08"	"0.2734375"
"2.5e-08"	"0.609375"
"2.5e-08"	"0.3515625"
"2.5e-08"	"0.3046875"
"2.5e-08"	"0.25"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.234375"
"2.5e-08"	"0.484375"
"2.5e-08"	"0.2265625"
"2.5e-08"	"0.1640625"
"2.5e-08"	"0.21875"
"2.5e-08"	"0.40625"
"2.5e-08"	"0.40625"
"2.5e-08"	"0.1875"
"2.5e-08"	"0.1640625"
"2.5e-08"	"0.609375"
"2.5e-08"	"0.25"
"2.5e-08"	"0.3828125"
"2.5e-08"	"0.125"
"2.5e-08"	"0.609375"
"2.5e-08"	"0.234375"
"2.5e-08"	"0.5"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.40625"
"2.5e-08"	"0.28125"
"2.5e-08"	"0.375"
"2.5e-08"	"0.2734375"
"2.5e-08"	"0.4765625"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.3203125"
"2.5e-08"	"0.390625"
"2.5e-08"	"0.3359375"
"2.5e-08"	"0.21875"
"2.5e-08"	"0.21875"
"2.5e-08"	"0.265625"
"2.5e-08"	"0.4140625"
"2.5e-08"	"0.328125"
"2.5e-08"	"0.554691314697266"
"2.5e-08"	"0.40625"
"2.5e-08"	"0.6015625"
"2.5e-08"	"0.4609375"
"2.5e-08"	"0.40625"
"2.5e-08"	"0.3125"
"2.5e-08"	"0.125"
"2.5e-08"	"0.40625"
"2.5e-08"	"0.3515625"
"2.5e-08"	"0.3125"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.1640625"
"2.5e-08"	"0.3515625"
"2.5e-08"	"0.6015625"
"2.5e-08"	"0.34375"
"2.5e-08"	"0.4765625"
"2.5e-08"	"0.609375"
"2.5e-08"	"0.3125"
"2.5e-08"	"0.6015625"
"2.5e-08"	"0.4140625"
"2.5e-08"	"0.3515625"
"2.5e-08"	"0.2265625"
"2.5e-08"	"0.1640625"
"2.5e-08"	"0.6640625"
"2.5e-08"	"0.25"
"2.5e-08"	"0.3359375"
"2.5e-08"	"0.234375"
"2.5e-08"	"0.4140625"
"2.5e-08"	"0.375"
"2.5e-08"	"0.25"
"2.5e-08"	"0.6171875"
"2.5e-08"	"0.5625"
"2.5e-08"	"0.34375"
"2.5e-08"	"0.3671875"
"2.5e-08"	"0.3671875"
"2.5e-08"	"0.2734375"
"2.5e-08"	"0.15625"
"2.5e-08"	"0.3515625"
"2.5e-08"	"0.2578125"
"2.5e-08"	"0.2109375"
"2.5e-08"	"0.359375"
"2.5e-08"	"0.3671875"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.25"
"2.5e-08"	"0.2265625"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.21875"
"2.5e-08"	"0.25"
"2.5e-08"	"0.375"
"2.5e-08"	"0.3046875"
"2.5e-08"	"0.3671875"
"2.5e-08"	"0.2890625"
"2.5e-08"	"0.140625"
"2.5e-08"	"0.375"
"2.5e-08"	"0.3359375"
"2.5e-08"	"0.3359375"
"2.5e-08"	"0.1796875"
"2.5e-08"	"0.3125"
"2.5e-08"	"0.3359375"
"2.5e-08"	"0.4921875"
"2.5e-08"	"0.3125"
