individual	heteroplasmy	generation	mutation_rate	bottleneck_size	back_mutation_rate	starting_heteroplasmy


4178	0.00018310546875	1	1e-08	8	1	0.1

4247	0.000244140625	1	1e-08	64	1	0.1

4080	0.2109375	1	1e-08	128	1	0.1
4148	0.015625	1	1e-08	64	1	0.1
4107	0.0546875	1	1e-08	128	1	0.1
4099	0.000244140625	1	1e-08	8	1	0.1
4102	0.00390625	1	1e-08	16	1	0.1
4117	0.234375	1	1e-08	128	1	0.1
4129	0.5	1	1e-08	16	1	0.1
4060	0.046875	1	1e-08	128	1	0.1

4074	0.000244140625	1	1e-08	32	1	0.1
4049	0.00390625	1	1e-08	32	1	0.1

4071	0.0009765625	1	1e-08	16	1	0.1
4118	0.1171875	1	1e-08	128	1	0.1











4115	0.1015625	1	1e-08	128	1	0.1

4029	0.00048828125	1	1e-08	16	1	0.1

4192	0.40625	1	1e-08	64	1	0.1
4112	0.000244140625	1	1e-08	16	1	0.1

4109	0.4375	1	1e-08	16	1	0.1
4206	0.000244140625	1	1e-08	16	1	0.1
4065	0.000244140625	1	1e-08	64	1	0.1
4162	0.0009765625	1	1e-08	32	1	0.1

4159	0.00048828125	1	1e-08	8	1	0.1




4140	0.125	1	1e-08	16	1	0.1


4178	0.0001220703125	1	1e-08	16	1	0.1

4049	0.109375	1	1e-08	64	1	0.1
4131	0.00048828125	1	1e-08	8	1	0.1
4102	0.00390625	1	1e-08	32	1	0.1
4104	6.103515625e-05	1	1e-08	8	1	0.1
4084	0.0009765625	1	1e-08	8	1	0.1
4129	0.000244140625	1	1e-08	32	1	0.1

4071	0.40625	1	1e-08	32	1	0.1
4074	0.09375	1	1e-08	64	1	0.1





4247	0.34375	1	1e-08	128	1	0.1
4148	0.0859375	1	1e-08	128	1	0.1

4099	0.000244140625	1	1e-08	16	1	0.1
4142	6.103515625e-05	1	1e-08	8	1	0.1
4141	0.0009765625	1	1e-08	8	1	0.1

4139	0.001953125	1	1e-08	8	1	0.1

4029	0.03125	1	1e-08	32	1	0.1






4192	0.000244140625	1	1e-08	128	1	0.1

4112	0.0009765625	1	1e-08	32	1	0.1
4065	0.09375	1	1e-08	128	1	0.1
4159	0.375	1	1e-08	16	1	0.1
4206	0.0625	1	1e-08	32	1	0.1
4071	0.265625	1	1e-08	64	1	0.1
4109	0.00048828125	1	1e-08	32	1	0.1
4162	0.40625	1	1e-08	64	1	0.1




4049	0.0234375	1	1e-08	128	1	0.1




4178	0.03125	1	1e-08	32	1	0.1
4084	0.00390625	1	1e-08	16	1	0.1
4074	0.1484375	1	1e-08	128	1	0.1

4131	0.000244140625	1	1e-08	16	1	0.1


4029	0.046875	1	1e-08	64	1	0.1


4139	0.00390625	1	1e-08	16	1	0.1
4129	0.078125	1	1e-08	64	1	0.1
4140	0.000244140625	1	1e-08	32	1	0.1
4271	0.0001220703125	1	1e-08	8	1	0.1
4099	0.0001220703125	1	1e-08	32	1	0.1
4142	0.0001220703125	1	1e-08	16	1	0.1
4141	0.0001220703125	1	1e-08	16	1	0.1
4102	0.0001220703125	1	1e-08	64	1	0.1
4172	0.0001220703125	1	1e-08	8	1	0.1


4104	0.00048828125	1	1e-08	16	1	0.1








4216	0.001953125	1	1e-08	8	1	0.1

4159	0.0625	1	1e-08	32	1	0.1
4112	0.375	1	1e-08	64	1	0.1
4071	0.0390625	1	1e-08	128	1	0.1


4206	0.15625	1	1e-08	64	1	0.1

4089	0.125	1	1e-08	8	1	0.1
4162	0.0546875	1	1e-08	128	1	0.1
4109	0.34375	1	1e-08	64	1	0.1




4073	0.000152587890625	1	1e-08	8	1	0.1
4131	0.00048828125	1	1e-08	32	1	0.1
4098	0.75	1	1e-08	8	1	0.1
4084	0.00048828125	1	1e-08	32	1	0.1
4178	0.25	1	1e-08	64	1	0.1
4029	0.078125	1	1e-08	128	1	0.1






4129	0.0234375	1	1e-08	128	1	0.1

4139	3.0517578125e-05	1	1e-08	32	1	0.1
4112	0.0390625	1	1e-08	128	1	0.1
4140	0.0625	1	1e-08	64	1	0.1

4104	0.3125	1	1e-08	32	1	0.1



4206	0.0390625	1	1e-08	128	1	0.1
4099	0.000244140625	1	1e-08	64	1	0.1
4089	6.103515625e-05	1	1e-08	16	1	0.1
4109	0.1640625	1	1e-08	128	1	0.1

4186	0.001953125	1	1e-08	8	1	0.1
4142	6.103515625e-05	1	1e-08	32	1	0.1
4159	0.03125	1	1e-08	64	1	0.1

4172	0.6875	1	1e-08	16	1	0.1
4102	0.0390625	1	1e-08	128	1	0.1


4141	0.1875	1	1e-08	32	1	0.1

4216	0.000244140625	1	1e-08	16	1	0.1






4271	0.000244140625	1	1e-08	16	1	0.1
4095	0.75	1	1e-08	8	1	0.1

4131	0.171875	1	1e-08	64	1	0.1

4178	0.250001907348633	1	1e-08	128	1	0.1
4053	0.375	1	1e-08	8	1	0.1
4084	0.03125	1	1e-08	64	1	0.1
4073	0.000244140625	1	1e-08	16	1	0.1
4098	0.0001220703125	1	1e-08	16	1	0.1



4153	0.0001220703125	1	1e-08	8	1	0.1




4139	0.00048828125	1	1e-08	64	1	0.1
4140	0.0625	1	1e-08	128	1	0.1
4104	0.0625	1	1e-08	64	1	0.1
4136	0.875	1	1e-08	8	1	0.1




4230	0.0001220703125	1	1e-08	8	1	0.1
4153	0.0001220703125	1	1e-08	16	1	0.1
4202	0.0009765625	1	1e-08	8	1	0.1
4159	0.000244140625	1	1e-08	128	1	0.1
4084	0.0078125	1	1e-08	128	1	0.1
4089	0.00048828125	1	1e-08	32	1	0.1
4133	6.103515625e-05	1	1e-08	8	1	0.1
4126	0.75	1	1e-08	8	1	0.1
4164	6.103515625e-05	1	1e-08	8	1	0.1
4271	0.0001220703125	1	1e-08	32	1	0.1



4172	0.15625	1	1e-08	32	1	0.1



4099	0.0234375	1	1e-08	128	1	0.1





4131	0.09375	1	1e-08	128	1	0.1

4104	0.1171875	1	1e-08	128	1	0.1
4136	0.0001220703125	1	1e-08	16	1	0.1
4142	0.21875	1	1e-08	64	1	0.1
4141	0.140625	1	1e-08	64	1	0.1
4053	0.0001220703125	1	1e-08	16	1	0.1
4139	0.296875	1	1e-08	128	1	0.1
4095	0.000244140625	1	1e-08	16	1	0.1
4216	0.000244140625	1	1e-08	32	1	0.1
4186	0.9375	1	1e-08	16	1	0.1
4073	0.0001220703125	1	1e-08	32	1	0.1

4098	9.1552734375e-05	1	1e-08	32	1	0.1











4230	0.000244140625	1	1e-08	16	1	0.1

4153	0.000244140625	1	1e-08	32	1	0.1

4108	0.0009765625	1	1e-08	8	1	0.1
4183	0.0001220703125	1	1e-08	8	1	0.1

4089	0.09375	1	1e-08	64	1	0.1
4202	0.000244140625	1	1e-08	16	1	0.1


4164	0.0001220703125	1	1e-08	16	1	0.1


4172	0.0009765625	1	1e-08	64	1	0.1

4126	0.000152587890625	1	1e-08	16	1	0.1
4133	3.0517578125e-05	1	1e-08	16	1	0.1

4123	0.0078125	1	1e-08	8	1	0.1

4053	0.00048828125	1	1e-08	32	1	0.1

4142	0.000244140625	1	1e-08	128	1	0.1

4141	0.0703125	1	1e-08	128	1	0.1
4216	0.0001220703125	1	1e-08	64	1	0.1
4155	0.000244140625	1	1e-08	8	1	0.1
4136	0.000244140625	1	1e-08	32	1	0.1
4073	0.265625	1	1e-08	64	1	0.1
4128	0.00048828125	1	1e-08	8	1	0.1





4095	0.00018310546875	1	1e-08	32	1	0.1

4163	0.00048828125	1	1e-08	8	1	0.1

4186	0.21875	1	1e-08	32	1	0.1
4098	0.078125	1	1e-08	64	1	0.1
4271	0.015625	1	1e-08	64	1	0.1



4153	0.28125	1	1e-08	64	1	0.1


4230	0.09375	1	1e-08	32	1	0.1


4108	0.000978469848632812	1	1e-08	16	1	0.1
4183	0.0001220703125	1	1e-08	16	1	0.1
4202	0.03125	1	1e-08	32	1	0.1



4089	0.21875	1	1e-08	128	1	0.1

4164	0.0009765625	1	1e-08	32	1	0.1
4172	0.0001220703125	1	1e-08	128	1	0.1
4126	0.03125	1	1e-08	32	1	0.1


4133	0.000244140625	1	1e-08	32	1	0.1


4123	0.000244140625	1	1e-08	16	1	0.1

4183	0.625	1	1e-08	32	1	0.1
4216	0.28125	1	1e-08	128	1	0.1

4166	0.00048828125	1	1e-08	8	1	0.1

4053	0.1875	1	1e-08	64	1	0.1
4073	0.03125	1	1e-08	128	1	0.1
4108	0.1875	1	1e-08	32	1	0.1

4155	0.0001220703125	1	1e-08	16	1	0.1
4128	0.0625	1	1e-08	16	1	0.1
4165	0.75	1	1e-08	8	1	0.1





4098	0.171875	1	1e-08	128	1	0.1

4163	0.000244140625	1	1e-08	16	1	0.1
4186	0.125	1	1e-08	64	1	0.1
4153	0.0234375	1	1e-08	128	1	0.1
4095	0.03125	1	1e-08	64	1	0.1


4164	0.234375	1	1e-08	64	1	0.1
4202	0.3125	1	1e-08	64	1	0.1
4230	0.140625	1	1e-08	64	1	0.1
4113	0.001953125	1	1e-08	8	1	0.1


4271	0.0859375	1	1e-08	128	1	0.1
4136	0.046875	1	1e-08	64	1	0.1

4126	0.25	1	1e-08	64	1	0.1




4196	0.00048828125	1	1e-08	8	1	0.1
4133	6.103515625e-05	1	1e-08	64	1	0.1
4123	0.0001220703125	1	1e-08	32	1	0.1






4183	0.03125	1	1e-08	64	1	0.1

4166	6.103515625e-05	1	1e-08	16	1	0.1

4108	0.0001220703125	1	1e-08	64	1	0.1
4240	6.103515625e-05	1	1e-08	8	1	0.1


4053	0.001953125	1	1e-08	128	1	0.1

4155	0.125	1	1e-08	32	1	0.1

4165	0.0001220703125	1	1e-08	16	1	0.1

4122	0.000244140625	1	1e-08	8	1	0.1
4163	0.0001220703125	1	1e-08	32	1	0.1
4177	0.000244140625	1	1e-08	8	1	0.1
4164	0.1015625	1	1e-08	128	1	0.1
4155	0.09375	1	1e-08	64	1	0.1
4165	0.46875	1	1e-08	32	1	0.1
4240	6.103515625e-05	1	1e-08	16	1	0.1
4133	0.09375	1	1e-08	128	1	0.1



4230	0.109375	1	1e-08	128	1	0.1






4123	0.109375	1	1e-08	64	1	0.1
4095	0.15625	1	1e-08	128	1	0.1

4126	0.1328125	1	1e-08	128	1	0.1
4077	0.75	1	1e-08	8	1	0.1
4113	0.1875	1	1e-08	16	1	0.1
4108	0.1171875	1	1e-08	128	1	0.1
4183	0.1171875	1	1e-08	128	1	0.1
4097	0.00048828125	1	1e-08	8	1	0.1

4186	0.1015625	1	1e-08	128	1	0.1
4166	0.125	1	1e-08	32	1	0.1
4136	0.15625	1	1e-08	128	1	0.1
4202	0.0078125	1	1e-08	128	1	0.1



4295	0.00048828125	1	1e-08	8	1	0.1

4128	0.0001220703125	1	1e-08	32	1	0.1
4196	0.5	1	1e-08	16	1	0.1









4163	0.15625	1	1e-08	64	1	0.1

4155	0.0703125	1	1e-08	128	1	0.1
4177	0.125	1	1e-08	16	1	0.1
4188	6.103515625e-05	1	1e-08	8	1	0.1


4165	0.0625	1	1e-08	64	1	0.1
4122	0.000244140625	1	1e-08	16	1	0.1

4240	0.4375	1	1e-08	32	1	0.1
4254	0.5	1	1e-08	8	1	0.1
4123	0.000244140625	1	1e-08	128	1	0.1


4157	0.0001220703125	1	1e-08	8	1	0.1
4119	0.000244140625	1	1e-08	8	1	0.1



4077	0.000244140625	1	1e-08	16	1	0.1
4113	0.0001220703125	1	1e-08	32	1	0.1


4166	0.171875	1	1e-08	64	1	0.1
4207	0.375	1	1e-08	8	1	0.1

4097	0.000244140625	1	1e-08	16	1	0.1

4150	0.875	1	1e-08	8	1	0.1

4128	0.078125	1	1e-08	64	1	0.1
4132	0.0078125	1	1e-08	8	1	0.1

4210	0.0009765625	1	1e-08	8	1	0.1





4254	1	1	1e-08	16	1	0.1
4163	0.09375	1	1e-08	128	1	0.1
4160	0.875	1	1e-08	8	1	0.1
4226	6.103515625e-05	1	1e-08	8	1	0.1
4196	0.0001220703125	1	1e-08	32	1	0.1

4188	0.0001220703125	1	1e-08	16	1	0.1
4166	0.046875	1	1e-08	128	1	0.1



4179	1	1	1e-08	8	1	0.1

4240	0.046875	1	1e-08	64	1	0.1
4165	0.0546875	1	1e-08	128	1	0.1
4295	0.001953125	1	1e-08	16	1	0.1

4113	0.000244140625	1	1e-08	64	1	0.1
4177	0.0001220703125	1	1e-08	32	1	0.1




4122	0.0003662109375	1	1e-08	32	1	0.1
4150	0.0001220703125	1	1e-08	16	1	0.1
4132	0.0001220703125	1	1e-08	16	1	0.1

4128	0.2265625	1	1e-08	128	1	0.1


4147	0.0001220703125	1	1e-08	8	1	0.1
4157	0.00390625	1	1e-08	16	1	0.1
4077	0.375	1	1e-08	32	1	0.1
4210	0.001953125	1	1e-08	16	1	0.1
4097	0.00390625	1	1e-08	32	1	0.1

4119	0.0001220703125	1	1e-08	16	1	0.1
4207	0.0001220703125	1	1e-08	16	1	0.1










4196	0.234375	1	1e-08	64	1	0.1
4160	0.0001220703125	1	1e-08	16	1	0.1


4240	0.2890625	1	1e-08	128	1	0.1
4254	0.21875	1	1e-08	32	1	0.1
4226	0.000244140625	1	1e-08	16	1	0.1



4190	0.00390625	1	1e-08	8	1	0.1
4188	0.0001220703125	1	1e-08	32	1	0.1
4187	0.0001220703125	1	1e-08	8	1	0.1


4150	0.0001220703125	1	1e-08	32	1	0.1
4295	0.0001220703125	1	1e-08	32	1	0.1
4132	0.21875	1	1e-08	32	1	0.1

4177	0.125	1	1e-08	64	1	0.1
4179	0.00390625	1	1e-08	16	1	0.1
4077	0.015625	1	1e-08	64	1	0.1
4113	0.1171875	1	1e-08	128	1	0.1

4152	0.0001220703125	1	1e-08	8	1	0.1







4189	0.000244140625	1	1e-08	8	1	0.1
4122	0.046875	1	1e-08	64	1	0.1
4157	0.15625	1	1e-08	32	1	0.1
4147	0.3125	1	1e-08	16	1	0.1
4097	0.09375	1	1e-08	64	1	0.1
4119	0.125	1	1e-08	32	1	0.1
4210	0.000244140625	1	1e-08	32	1	0.1

4207	0.00048828125	1	1e-08	32	1	0.1




4196	0.09375	1	1e-08	128	1	0.1
4160	0.0625	1	1e-08	32	1	0.1





4264	0.00048828125	1	1e-08	8	1	0.1

4188	0.078125	1	1e-08	64	1	0.1
4226	6.103515625e-05	1	1e-08	32	1	0.1


4190	0.000244140625	1	1e-08	16	1	0.1

4077	0.0859375	1	1e-08	128	1	0.1
4122	0.1640625	1	1e-08	128	1	0.1
4150	0.0009765625	1	1e-08	64	1	0.1
4157	0.0001220703125	1	1e-08	64	1	0.1

4152	0.000244140625	1	1e-08	16	1	0.1

4119	0.15625	1	1e-08	64	1	0.1
4097	0.0078125	1	1e-08	128	1	0.1


4179	0.40625	1	1e-08	32	1	0.1



4187	0.000244140625	1	1e-08	16	1	0.1

4254	0.03125	1	1e-08	64	1	0.1
4132	0.125	1	1e-08	64	1	0.1
4137	0.0001220703125	1	1e-08	8	1	0.1
4177	0.0078125	1	1e-08	128	1	0.1
4295	0.1875	1	1e-08	64	1	0.1
4147	6.103515625e-05	1	1e-08	32	1	0.1
4189	0.0001220703125	1	1e-08	16	1	0.1

4210	0.0625	1	1e-08	64	1	0.1






4207	0.234375	1	1e-08	64	1	0.1
4220	6.103515625e-05	1	1e-08	8	1	0.1




4226	0.390625	1	1e-08	64	1	0.1
4264	0.00048828125	1	1e-08	16	1	0.1
4188	0.0390625	1	1e-08	128	1	0.1
4160	0.125	1	1e-08	64	1	0.1




4190	0.40625	1	1e-08	32	1	0.1

4101	0.00048828125	1	1e-08	8	1	0.1

4150	0.0546875	1	1e-08	128	1	0.1
4157	0.1328125	1	1e-08	128	1	0.1
4146	6.103515625e-05	1	1e-08	8	1	0.1



4119	0.03125	1	1e-08	128	1	0.1
4152	0.000244140625	1	1e-08	32	1	0.1

4132	0.1640625	1	1e-08	128	1	0.1
4179	0.0625	1	1e-08	64	1	0.1
4187	0.59375	1	1e-08	32	1	0.1




4210	0.1484375	1	1e-08	128	1	0.1
4147	0.000244140625	1	1e-08	64	1	0.1
4121	0.000244140625	1	1e-08	8	1	0.1
4201	0.0001220703125	1	1e-08	8	1	0.1
4160	0.0234375	1	1e-08	128	1	0.1

4189	0.00048828125	1	1e-08	32	1	0.1
4295	0.109375	1	1e-08	128	1	0.1


4207	0.171875	1	1e-08	128	1	0.1

4254	0.2578125	1	1e-08	128	1	0.1



4220	0.00048828125	1	1e-08	16	1	0.1

4137	0.00048828125	1	1e-08	16	1	0.1

4226	0.0009765625	1	1e-08	128	1	0.1
4212	0.0001220703125	1	1e-08	8	1	0.1

4264	0.000244140625	1	1e-08	32	1	0.1


4146	0.000244140625	1	1e-08	16	1	0.1

4174	0.0009765625	1	1e-08	8	1	0.1
4181	0.125	1	1e-08	8	1	0.1
4101	0.000244140625	1	1e-08	16	1	0.1

4190	0.109375	1	1e-08	64	1	0.1





4152	0.015625	1	1e-08	64	1	0.1
4143	0.0009765625	1	1e-08	8	1	0.1
4179	0.000244140625	1	1e-08	128	1	0.1

4156	0.0078125	1	1e-08	8	1	0.1



4187	0.00018310546875	1	1e-08	64	1	0.1

4147	0.0390625	1	1e-08	128	1	0.1

4189	0.015625	1	1e-08	64	1	0.1
4278	0.000244140625	1	1e-08	8	1	0.1
4203	0.00048828125	1	1e-08	8	1	0.1
4143	0.0625	1	1e-08	16	1	0.1
4231	6.103515625e-05	1	1e-08	8	1	0.1
4146	0.0009765625	1	1e-08	32	1	0.1
4319	1	1	1e-08	8	1	0.1
4201	0.0001220703125	1	1e-08	16	1	0.1
4184	0.0001220703125	1	1e-08	8	1	0.1
4101	0.40625	1	1e-08	32	1	0.1

4250	0.0009765625	1	1e-08	8	1	0.1

4137	0.000244140625	1	1e-08	32	1	0.1








4212	0.125	1	1e-08	16	1	0.1


4187	0.0390625	1	1e-08	128	1	0.1
4190	0.015625	1	1e-08	128	1	0.1

4156	0.000244140625	1	1e-08	16	1	0.1
4121	0.3125	1	1e-08	16	1	0.1
4174	0.000244140625	1	1e-08	16	1	0.1
4181	0.0001220703125	1	1e-08	16	1	0.1
4152	0.3359375	1	1e-08	128	1	0.1

4234	0.001953125	1	1e-08	8	1	0.1

4220	6.103515625e-05	1	1e-08	32	1	0.1
4264	0.0078125	1	1e-08	64	1	0.1
4171	0.0001220703125	1	1e-08	8	1	0.1









4189	0.109375	1	1e-08	128	1	0.1
4231	0.0009765625	1	1e-08	16	1	0.1
4234	0.125	1	1e-08	16	1	0.1


4137	0.375	1	1e-08	64	1	0.1

4101	0.03125	1	1e-08	64	1	0.1
4146	0.1875	1	1e-08	64	1	0.1

4156	0.25	1	1e-08	32	1	0.1



4176	0.0001220703125	1	1e-08	8	1	0.1
4184	0.0001220703125	1	1e-08	16	1	0.1
4319	0.001953125	1	1e-08	16	1	0.1
4231	0.09375	1	1e-08	32	1	0.1
4220	0.0001220703125	1	1e-08	64	1	0.1
4250	0.001953125	1	1e-08	16	1	0.1
4234	0.125	1	1e-08	32	1	0.1
4171	0.0001220703125	1	1e-08	16	1	0.1


4278	0.00048828125	1	1e-08	16	1	0.1

4156	0.15625	1	1e-08	64	1	0.1



4146	0.0390625	1	1e-08	128	1	0.1



4213	0.00048828125	1	1e-08	8	1	0.1
4181	0.0009765625	1	1e-08	32	1	0.1
4137	0.0859375	1	1e-08	128	1	0.1

4143	0.000244140625	1	1e-08	32	1	0.1
4121	0.000244140625	1	1e-08	32	1	0.1

4203	0.375	1	1e-08	16	1	0.1
4212	0.00390625	1	1e-08	32	1	0.1
4201	0.1875	1	1e-08	32	1	0.1
4101	0.2578125	1	1e-08	128	1	0.1
4211	0.001953125	1	1e-08	8	1	0.1

4214	0.0001220703125	1	1e-08	8	1	0.1

4174	0.125	1	1e-08	32	1	0.1
4264	0.046875	1	1e-08	128	1	0.1











4184	0.0001220703125	1	1e-08	32	1	0.1

4319	0.875	1	1e-08	32	1	0.1

4176	0.00048828125	1	1e-08	16	1	0.1
4212	0.046875	1	1e-08	64	1	0.1

4250	0.000244140625	1	1e-08	32	1	0.1
4278	0.0625	1	1e-08	32	1	0.1
4220	0.1328125	1	1e-08	128	1	0.1
4231	0.03125	1	1e-08	64	1	0.1
4201	0.171875	1	1e-08	64	1	0.1
4156	0.015625	1	1e-08	128	1	0.1







4174	0.0003662109375	1	1e-08	64	1	0.1
4288	0.00018310546875	1	1e-08	8	1	0.1


4203	0.0009765625	1	1e-08	32	1	0.1
4234	0.0009765625	1	1e-08	64	1	0.1
4171	0.0009765625	1	1e-08	32	1	0.1


4121	0.203125	1	1e-08	64	1	0.1

4181	0.1875	1	1e-08	64	1	0.1


4143	0.109375	1	1e-08	64	1	0.1

4161	0.75	1	1e-08	8	1	0.1
4214	0.4375	1	1e-08	16	1	0.1
4213	0.001953125	1	1e-08	16	1	0.1



4170	0.001953125	1	1e-08	8	1	0.1
4211	0.0001220703125	1	1e-08	16	1	0.1


4125	0.5	1	1e-08	8	1	0.1

4121	0.00048828125	1	1e-08	128	1	0.1

4203	6.103515625e-05	1	1e-08	64	1	0.1

4180	9.1552734375e-05	1	1e-08	8	1	0.1

4319	0.015625	1	1e-08	64	1	0.1

4231	0.125	1	1e-08	128	1	0.1

4176	0.00048828125	1	1e-08	32	1	0.1
4214	0.00048828125	1	1e-08	32	1	0.1


4278	0.00048828125	1	1e-08	64	1	0.1
4184	0.15625	1	1e-08	64	1	0.1
4288	0.0001220703125	1	1e-08	16	1	0.1
4181	0.0859375	1	1e-08	128	1	0.1



4201	0.0859375	1	1e-08	128	1	0.1

4250	0.09375	1	1e-08	64	1	0.1
4170	0.00048828125	1	1e-08	16	1	0.1
4244	0.0078125	1	1e-08	8	1	0.1




4212	0.015625	1	1e-08	128	1	0.1
4171	0.00048828125	1	1e-08	64	1	0.1
4174	0.0234375	1	1e-08	128	1	0.1
4234	0.1484375	1	1e-08	128	1	0.1
4203	0.0234375	1	1e-08	128	1	0.1
4180	0.000244140625	1	1e-08	16	1	0.1
4255	0.000244140625	1	1e-08	8	1	0.1
4211	0.0001220703125	1	1e-08	32	1	0.1
4213	0.000244140625	1	1e-08	32	1	0.1
4319	0.0703125	1	1e-08	128	1	0.1
4145	0.00048828125	1	1e-08	8	1	0.1
4161	0.00048828125	1	1e-08	16	1	0.1

4143	0.0234375	1	1e-08	128	1	0.1

4125	0.00018310546875	1	1e-08	16	1	0.1












4176	0.375	1	1e-08	64	1	0.1
4214	0.3125	1	1e-08	64	1	0.1


4278	0.1171875	1	1e-08	128	1	0.1
4184	0.359375	1	1e-08	128	1	0.1
4288	0.25	1	1e-08	32	1	0.1



4205	0.000244140625	1	1e-08	8	1	0.1

4250	0.140625	1	1e-08	128	1	0.1
4225	0.015625	1	1e-08	8	1	0.1
4244	0.1875	1	1e-08	16	1	0.1
4170	0.000244140625	1	1e-08	32	1	0.1

4255	0.00048828125	1	1e-08	16	1	0.1

4227	0.000244140625	1	1e-08	8	1	0.1




4236	0.375	1	1e-08	8	1	0.1
4171	0.15625	1	1e-08	128	1	0.1
4167	0.000244140625	1	1e-08	8	1	0.1
4198	3.0517578125e-05	1	1e-08	8	1	0.1
4180	0.3125	1	1e-08	32	1	0.1
4211	0.125	1	1e-08	64	1	0.1
4161	6.103515625e-05	1	1e-08	32	1	0.1
4343	6.103515625e-05	1	1e-08	8	1	0.1
4125	0.09375	1	1e-08	32	1	0.1
4145	0.000244140625	1	1e-08	16	1	0.1
4258	6.103515625e-05	1	1e-08	8	1	0.1
4176	0.28125	1	1e-08	128	1	0.1


4213	0.34375	1	1e-08	64	1	0.1




4214	0.0859375	1	1e-08	128	1	0.1








4258	6.103515625e-05	1	1e-08	16	1	0.1
4225	0.25	1	1e-08	16	1	0.1
4211	0.00048828125	1	1e-08	128	1	0.1
4205	0.3125	1	1e-08	16	1	0.1
4161	0.046875	1	1e-08	64	1	0.1
4170	0.125	1	1e-08	64	1	0.1
4145	0.21875	1	1e-08	32	1	0.1
4195	0.125	1	1e-08	8	1	0.1
4167	0.000244140625	1	1e-08	16	1	0.1
4288	0.0625	1	1e-08	64	1	0.1





4213	0.00048828125	1	1e-08	128	1	0.1



4343	0.0001220703125	1	1e-08	16	1	0.1


4227	3.0517578125e-05	1	1e-08	16	1	0.1


4125	0.00390625	1	1e-08	64	1	0.1

4244	0.0001220703125	1	1e-08	32	1	0.1
4200	0.0001220703125	1	1e-08	8	1	0.1
4180	0.00048828125	1	1e-08	64	1	0.1
4302	6.103515625e-05	1	1e-08	8	1	0.1
4255	0.4375	1	1e-08	32	1	0.1
4236	0.0009765625	1	1e-08	16	1	0.1
4274	0.25	1	1e-08	8	1	0.1
4198	0.000244140625	1	1e-08	16	1	0.1
4238	6.103515625e-05	1	1e-08	8	1	0.1
4208	0.001953125	1	1e-08	8	1	0.1











4258	0.000244140625	1	1e-08	32	1	0.1
4225	0.0001220703125	1	1e-08	32	1	0.1
4235	0.000244140625	1	1e-08	8	1	0.1
4167	0.000244140625	1	1e-08	32	1	0.1
4161	0.296875	1	1e-08	128	1	0.1
4343	0.000244140625	1	1e-08	32	1	0.1

4205	0.0001220703125	1	1e-08	32	1	0.1
4170	0.0625	1	1e-08	128	1	0.1
4227	0.0625	1	1e-08	32	1	0.1

4195	0.000244140625	1	1e-08	16	1	0.1








4288	0.2109375	1	1e-08	128	1	0.1

4145	0.046875	1	1e-08	64	1	0.1
4244	0.171875	1	1e-08	64	1	0.1
4125	0.09375	1	1e-08	128	1	0.1
4198	0.000244140625	1	1e-08	32	1	0.1
4238	0.000244140625	1	1e-08	16	1	0.1
4180	0.140625	1	1e-08	128	1	0.1
4200	0.000244140625	1	1e-08	16	1	0.1
4237	0.001953125	1	1e-08	8	1	0.1
4302	0.0009765625	1	1e-08	16	1	0.1

4236	0.5625	1	1e-08	32	1	0.1
4208	0.00048828125	1	1e-08	16	1	0.1

4274	0.00048828125	1	1e-08	16	1	0.1





4255	0.109375	1	1e-08	64	1	0.1






4225	0.000244140625	1	1e-08	64	1	0.1

4235	0.3125	1	1e-08	16	1	0.1

4185	0.0009765625	1	1e-08	8	1	0.1
4167	0.046875	1	1e-08	64	1	0.1
4195	0.000244140625	1	1e-08	32	1	0.1
4205	0.328125	1	1e-08	64	1	0.1
4227	0.25	1	1e-08	64	1	0.1





4194	0.000152587890625	1	1e-08	8	1	0.1
4343	0.09375	1	1e-08	64	1	0.1

4312	0.0001220703125	1	1e-08	8	1	0.1


4145	0.0390625	1	1e-08	128	1	0.1

4302	0.25	1	1e-08	32	1	0.1
4274	6.103515625e-05	1	1e-08	32	1	0.1
4238	0.0001220703125	1	1e-08	32	1	0.1
4244	0.234375	1	1e-08	128	1	0.1

4204	0.0001220703125	1	1e-08	8	1	0.1
4198	6.103515625e-05	1	1e-08	64	1	0.1

